1,tröja,NOUN,sweater,0,kläder,UTRUM,tröjan,tröjor,tröjorna,,
2,sko,NOUN,shoe,0,kläder,UTRUM,skon,skor,skorna,,
3,byxa,NOUN,pants,0,kläder,UTRUM,byxan,byxor,byxorna,,
4,bälte,NOUN,belt,0,kläder,NEUTRUM,bältet,bälten,bältena,,
5,strumpa,NOUN,sock,0,kläder,UTRUM,strumpan,strumpor,strumporna,,
6,kjol,NOUN,skirt,0,kläder,UTRUM,kjolen,kjolar,kjolarna,,
7,skjorta,NOUN,shirt,0,kläder,UTRUM,skjortan,skjortor,skjortorna,,
8,halsduk,NOUN,scarf,0,kläder,UTRUM,halsduken,halsdukar,halsdukarna,,
9,handske,NOUN,glove,0,kläder,UTRUM,handsken,handskar,handskarna,,
