1,vara,VERB,be,0,verbs1,,,,,är,var
2,ha,VERB,have,0,verbs1,,,,,har,hade
3,börja,VERB,start,0,verbs1,,,,,börjar,började
4,komma,VERB,come,0,verbs1,,,,,kommer,kom
5,bo,VERB,live,0,verbs1,,,,,bor,bodde
6,göra,VERB,do,0,verbs1,,,,,gör,gjorde
